step,customer,age,gender,zipcodeori,merchant,zipmerchant,category,amount,fraud,amount_zscore,high_spend_flag,daily_tx_count,unusual_velocity,category_concentration,fraud_risk_score
7,C1303555047,3,M,28007,M348934600,28007,es_transportation,72.76,0,2.6131,1,1,0,0.6468,61.1
7,C894687005,5,M,28007,M1823072687,28007,es_transportation,70.77,0,2.4996,1,1,0,0.7499,60.0
7,C1083375349,3,F,28007,M348934600,28007,es_transportation,62.71,0,2.0397,1,1,0,0.5894,55.4
7,C174977934,2,F,28007,M1823072687,28007,es_transportation,62.6,0,2.0334,1,1,0,0.7362,55.3
8,C1468773146,3,M,28007,M348934600,28007,es_transportation,67.25,0,2.2987,1,1,0,0.7232,58.0
8,C627811000,6,F,28007,M348934600,28007,es_transportation,64.1,0,2.119,1,1,0,0.8476,56.2
8,C1312615175,4,F,28007,M980657600,28007,es_sportsandtoys,901.32,1,3.1789,1,2,0,0.1821,66.8
8,C2094478222,4,F,28007,M348934600,28007,es_transportation,65.38,0,2.192,1,1,0,0.8587,56.9
8,C214836772,2,M,28007,M85975013,28007,es_food,99.16,0,2.4837,1,1,0,0.1007,59.8
8,C1051356798,2,F,28007,M348934600,28007,es_transportation,69.92,0,2.4511,1,1,0,0.7084,59.5
8,C2029028090,4,M,28007,M348934600,28007,es_transportation,69.33,0,2.4174,1,1,0,0.8284,59.2
8,C1783127345,4,M,28007,M348934600,28007,es_transportation,62.23,0,2.0123,1,1,0,0.807,55.1
8,C167330970,2,F,28007,M348934600,28007,es_transportation,68.67,0,2.3797,1,1,0,0.7656,58.8
8,C395508103,2,F,28007,M1823072687,28007,es_transportation,63.1,0,2.0619,1,1,0,0.7402,55.6
8,C1128349548,2,F,28007,M348934600,28007,es_transportation,71.27,0,2.5281,1,1,0,0.7602,60.3
8,C1681976106,1,M,28007,M348934600,28007,es_transportation,65.36,0,2.1909,1,1,0,0.7179,56.9
8,C1763624260,6,F,28007,M209847108,28007,es_wellnessandbeauty,468.82,1,6.166,1,2,0,0.0841,75.0
8,C2128263275,2,M,28007,M209847108,28007,es_wellnessandbeauty,261.85,1,3.0017,1,1,0,0.0244,65.0
8,C1847111025,3,M,28007,M348934600,28007,es_transportation,73.91,0,2.6787,1,2,0,0.7602,61.8
8,C105845174,3,M,28007,M348934600,28007,es_transportation,77.84,0,2.903,1,1,0,0.6947,64.0
8,C831378949,2,M,28007,M348934600,28007,es_transportation,64.47,0,2.1401,1,1,0,0.4341,56.4
8,C1834864466,2,M,28007,M1823072687,28007,es_transportation,78.43,0,2.9366,1,1,0,0.8426,64.4
8,C1368210201,2,F,28007,M348934600,28007,es_transportation,63.94,0,2.1099,1,1,0,0.7082,56.1
8,C1100053869,2,M,28007,M348934600,28007,es_transportation,73.4,0,2.6496,1,1,0,0.7117,61.5
8,C1358079072,2,M,28007,M980657600,28007,es_sportsandtoys,656.54,1,2.044,1,3,0,0.1923,55.4
8,C1272188168,5,F,28007,M348934600,28007,es_transportation,76.57,0,2.8305,1,1,0,0.7547,63.3
8,C1871220408,2,M,28007,M151143676,28007,es_barsandrestaurants,125.15,1,2.1271,1,1,0,0.077,56.3
8,C1818841328,2,M,28007,M348934600,28007,es_transportation,62.22,0,2.0117,1,1,0,0.8041,55.1
8,C663226052,3,F,28007,M348934600,28007,es_transportation,71.0,0,2.5127,1,1,0,0.7807,60.1
8,C793890087,2,F,28007,M348934600,28007,es_transportation,70.93,0,2.5087,1,1,0,0.8266,60.1
8,C72452640,2,F,28007,M855959430,28007,es_hyper,139.83,0,2.0611,1,1,0,0.0235,55.6
8,C1349321790,3,F,28007,M980657600,28007,es_sportsandtoys,689.86,1,2.1984,1,1,0,0.2164,57.0
8,C296571542,2,F,28007,M348934600,28007,es_transportation,84.24,0,3.2681,1,1,0,0.4947,67.7
8,C15777324,2,F,28007,M348934600,28007,es_transportation,65.36,0,2.1909,1,1,0,0.7102,56.9
8,C451582208,5,F,28007,M348934600,28007,es_transportation,68.86,0,2.3906,1,1,0,0.6954,58.9
8,C626836922,5,F,28007,M348934600,28007,es_transportation,63.02,0,2.0574,1,1,0,0.8051,55.6
8,C185820405,3,M,28007,M1823072687,28007,es_transportation,63.02,0,2.0574,1,1,0,0.8517,55.6
8,C481108455,3,M,28007,M348934600,28007,es_transportation,67.01,0,2.285,1,1,0,0.7134,57.8
8,C1214964999,5,F,28007,M1823072687,28007,es_transportation,62.96,0,2.054,1,1,0,0.8156,55.5
8,C1956971543,1,F,28007,M348934600,28007,es_transportation,63.19,0,2.0671,1,1,0,0.7607,55.7
8,C290140685,3,F,28007,M348934600,28007,es_transportation,69.5,0,2.4271,1,1,0,0.7119,59.3
8,C211657450,1,F,28007,M480139044,28007,es_health,626.03,1,3.2019,1,1,0,0.3101,67.0
8,C1950723662,2,F,28007,M348934600,28007,es_transportation,78.83,0,2.9594,1,1,0,0.7633,64.6
8,C639532055,4,F,28007,M1823072687,28007,es_transportation,72.21,0,2.5817,1,1,0,0.7247,60.8
8,C1941160297,1,F,28007,M348934600,28007,es_transportation,83.02,0,3.1985,1,1,0,0.7315,67.0
8,C411390898,3,M,28007,M85975013,28007,es_food,96.8,0,2.3893,1,1,0,0.0379,58.9
8,C494777408,2,M,28007,M348934600,28007,es_transportation,71.72,0,2.5538,1,1,0,0.7024,60.5
8,C276142295,3,M,28007,M348934600,28007,es_transportation,67.48,0,2.3119,1,1,0,0.8821,58.1
8,C1553941793,1,F,28007,M348934600,28007,es_transportation,66.8,0,2.2731,1,1,0,0.7274,57.7
8,C1570165892,3,F,28007,M348934600,28007,es_transportation,63.06,0,2.0597,1,1,0,0.6472,55.6
8,C1685492470,2,F,28007,M1741626453,28007,es_sportsandtoys,648.71,1,2.0077,1,1,0,0.1831,55.1
8,C368299362,2,F,28007,M348934600,28007,es_transportation,64.89,0,2.1641,1,1,0,0.7846,56.6
8,C334841918,2,M,28007,M1946091778,28007,es_wellnessandbeauty,216.22,0,2.3041,1,1,0,0.0515,58.0
8,C566232847,3,M,28007,M348934600,28007,es_transportation,83.81,0,3.2436,1,1,0,0.8649,67.4
8,C1338396147,1,F,28007,M980657600,28007,es_sportsandtoys,766.11,1,2.552,1,3,0,0.1531,60.5
8,C1562991705,5,F,28007,M348934600,28007,es_transportation,64.45,0,2.139,1,1,0,0.6814,56.4
8,C1362863442,2,F,28007,M348934600,28007,es_transportation,66.66,0,2.2651,1,1,0,0.7111,57.7
8,C1983995504,2,F,28007,M348934600,28007,es_transportation,86.06,0,3.3719,1,1,0,0.7783,68.7
8,C352261908,6,M,28007,M348934600,28007,es_transportation,69.24,0,2.4123,1,1,0,0.7942,59.1
8,C1434853621,1,F,28007,M1823072687,28007,es_transportation,62.17,0,2.0089,1,2,0,0.8187,55.1
8,C81568098,2,F,28007,M348934600,28007,es_transportation,62.14,0,2.0072,1,1,0,0.766,55.1
8,C1127069069,2,F,28007,M348934600,28007,es_transportation,65.82,0,2.2171,1,1,0,0.6056,57.2
8,C1591908890,2,M,28007,M1823072687,28007,es_transportation,76.85,0,2.8465,1,1,0,0.7901,63.5
8,C71120756,3,M,28007,M348934600,28007,es_transportation,64.55,0,2.1447,1,1,0,0.9032,56.4
8,C190128751,2,F,28007,M348934600,28007,es_transportation,82.62,0,3.1757,1,1,0,0.7314,66.8
8,C1388726904,3,F,28007,M348934600,28007,es_transportation,64.71,0,2.1538,1,1,0,0.7317,56.5
8,C260840933,2,M,28007,M348934600,28007,es_transportation,67.89,0,2.3352,1,1,0,0.8594,58.4
8,C1338396147,1,F,28007,M1823072687,28007,es_transportation,76.49,0,2.8259,1,3,0,0.2387,63.3
8,C1611113200,6,M,28007,M348934600,28007,es_transportation,71.4,0,2.5355,1,1,0,0.6817,60.4
8,C3977999,3,M,28007,M348934600,28007,es_transportation,75.09,0,2.746,1,1,0,0.8207,62.5
8,C913662681,5,M,28007,M348934600,28007,es_transportation,73.08,0,2.6314,1,1,0,0.8522,61.3
8,C1224153830,4,F,28007,M348934600,28007,es_transportation,71.18,0,2.523,1,1,0,0.6851,60.2
8,C1472579779,2,M,28007,M348934600,28007,es_transportation,82.46,0,3.1665,1,1,0,0.814,66.7
8,C1178005728,3,F,28007,M1823072687,28007,es_transportation,74.59,0,2.7175,1,1,0,0.7721,62.2
8,C799349963,3,M,28007,M348934600,28007,es_transportation,62.35,0,2.0192,1,1,0,0.5816,55.2
8,C1648082819,3,M,28007,M348934600,28007,es_transportation,65.28,0,2.1863,1,1,0,0.725,56.9
8,C473451132,2,F,28007,M480139044,28007,es_health,533.84,1,2.6,1,2,0,0.2094,61.0
8,C1191796691,4,F,28007,M348934600,28007,es_transportation,67.13,0,2.2919,1,1,0,0.7031,57.9
8,C1424475955,3,M,28007,M348934600,28007,es_transportation,81.02,0,3.0844,1,1,0,0.8995,65.8
8,C1274818444,5,F,28007,M348934600,28007,es_transportation,79.06,0,2.9726,1,1,0,0.8466,64.7
8,C1872660217,4,F,28007,M1823072687,28007,es_transportation,65.0,0,2.1704,1,1,0,0.3233,56.7
8,C363029037,3,M,28007,M85975013,28007,es_food,126.42,0,3.5742,1,1,0,0.0985,70.7
8,C1090604904,2,M,28007,M1823072687,28007,es_transportation,63.19,0,2.0671,1,1,0,0.8025,55.7
8,C732095806,3,M,28007,M348934600,28007,es_transportation,80.31,0,3.0439,1,1,0,0.3918,65.4
8,C1409858085,2,F,28007,M348934600,28007,es_transportation,69.15,0,2.4071,1,1,0,0.8178,59.1
8,C1050663079,4,M,28007,M348934600,28007,es_transportation,63.32,0,2.0745,1,1,0,0.7777,55.7
8,C2054744914,4,F,28007,M1823072687,28007,es_transportation,81.19,0,3.0941,1,1,0,0.5513,65.9
8,C1221114448,1,F,28007,M348934600,28007,es_transportation,66.15,0,2.236,1,1,0,0.8125,57.4
8,C1110919755,1,F,28007,M348934600,28007,es_transportation,68.81,0,2.3877,1,1,0,0.7238,58.9
8,C809674942,2,M,28007,M1823072687,28007,es_transportation,74.2,0,2.6953,1,1,0,0.891,62.0
8,C2044070952,2,F,28007,M1823072687,28007,es_transportation,66.39,0,2.2497,1,1,0,0.7498,57.5
8,C1787537369,2,M,28007,M1823072687,28007,es_transportation,63.29,0,2.0728,1,1,0,0.5058,55.7
8,C1554037473,4,F,28007,M348934600,28007,es_transportation,66.44,0,2.2525,1,1,0,0.7257,57.5
8,C885555910,5,F,28007,M85975013,28007,es_food,93.03,0,2.2385,1,1,0,0.0689,57.4
8,C510934446,1,F,28007,M85975013,28007,es_food,95.61,0,2.3417,1,1,0,0.0806,58.4
8,C477595630,4,M,28007,M1823072687,28007,es_transportation,64.77,0,2.1572,1,1,0,0.7226,56.6
8,C7197142,2,M,28007,M348934600,28007,es_transportation,72.65,0,2.6068,1,1,0,0.7838,61.1
8,C2027052970,5,M,28007,M348934600,28007,es_transportation,62.79,0,2.0443,1,1,0,0.77,55.4
8,C324333692,4,F,28007,M348934600,28007,es_transportation,66.51,0,2.2565,1,1,0,0.6391,57.6
8,C1075692577,3,M,28007,M1823072687,28007,es_transportation,65.73,0,2.212,1,1,0,0.7773,57.1
8,C1710930627,2,F,28007,M348934600,28007,es_transportation,70.13,0,2.4631,1,1,0,0.685,59.6
8,C840928568,1,M,28007,M348934600,28007,es_transportation,64.47,0,2.1401,1,1,0,0.7749,56.4
9,C1224222502,1,M,28007,M348934600,28007,es_transportation,62.55,0,2.0306,1,1,0,0.7961,55.3
9,C719332132,2,F,28007,M348934600,28007,es_transportation,63.82,0,2.103,1,1,0,0.5309,56.0
9,C2110532720,3,F,28007,M348934600,28007,es_transportation,62.86,0,2.0483,1,1,0,0.8827,55.5
9,C1740004679,3,F,28007,M348934600,28007,es_transportation,70.75,0,2.4984,1,1,0,0.8141,60.0
9,C1517707344,2,M,28007,M348934600,28007,es_transportation,68.2,0,2.3529,1,1,0,0.5294,58.5
9,C475340225,2,M,28007,M1823072687,28007,es_transportation,62.43,0,2.0237,1,1,0,0.8109,55.2
9,C851417480,2,F,28007,M85975013,28007,es_food,92.1,0,2.2012,1,1,0,0.0865,57.0
9,C187473376,2,F,28007,M1823072687,28007,es_transportation,64.61,0,2.1481,1,1,0,0.2479,56.5
9,C1642006830,3,F,28007,M1823072687,28007,es_transportation,63.79,0,2.1013,1,1,0,0.8479,56.0
9,C7197142,2,M,28007,M348934600,28007,es_transportation,66.43,0,2.2519,1,1,0,0.7838,57.5
9,C1282114843,2,F,28007,M348934600,28007,es_transportation,68.64,0,2.378,1,1,0,0.7432,58.8
9,C1304285526,5,F,28007,M348934600,28007,es_transportation,63.46,0,2.0825,1,1,0,0.7033,55.8
9,C2115574807,5,F,28007,M348934600,28007,es_transportation,86.97,0,3.4239,1,1,0,0.8424,69.2
9,C1352750459,6,M,28007,M348934600,28007,es_transportation,62.12,0,2.006,1,1,0,0.4154,55.1
9,C187514477,3,M,28007,M348934600,28007,es_transportation,71.29,0,2.5292,1,1,0,0.5586,60.3
9,C1572610482,3,F,28007,M480139044,28007,es_health,464.28,1,2.1458,1,2,0,0.1921,56.5
9,C1555517201,6,F,28007,M348934600,28007,es_transportation,64.76,0,2.1567,1,1,0,0.305,56.6
9,C739732151,2,F,28007,M348934600,28007,es_transportation,63.17,0,2.0659,1,1,0,0.7273,55.7
9,C1546820736,2,M,28007,M1600850729,28007,es_fashion,189.21,0,2.2265,1,1,0,0.0464,57.3
9,C1941160297,1,F,28007,M348934600,28007,es_transportation,68.04,0,2.3438,1,1,0,0.7315,58.4
9,C574289698,3,M,28007,M1823072687,28007,es_transportation,86.88,0,3.4187,1,1,0,0.6168,69.2
9,C1407767965,3,F,28007,M1823072687,28007,es_transportation,66.54,0,2.2582,1,1,0,0.7746,57.6
9,C1484573422,5,M,28007,M348934600,28007,es_transportation,62.54,0,2.03,1,1,0,0.8984,55.3
9,C729168812,3,F,28007,M348934600,28007,es_transportation,75.33,0,2.7597,1,1,0,0.9423,62.6
9,C247537602,4,M,28007,M1823072687,28007,es_transportation,63.32,0,2.0745,1,1,0,0.7559,55.7
9,C354098761,2,F,28007,M348934600,28007,es_transportation,75.08,0,2.7455,1,1,0,0.7631,62.5
9,C469767739,2,M,28007,M348934600,28007,es_transportation,67.89,0,2.3352,1,1,0,0.8624,58.4
9,C1216409727,3,F,28007,M348934600,28007,es_transportation,78.23,0,2.9252,1,1,0,0.6882,64.3
9,C1180570487,6,F,28007,M348934600,28007,es_transportation,77.32,0,2.8733,1,1,0,0.6803,63.7
9,C497088099,2,M,28007,M348934600,28007,es_transportation,82.38,0,3.162,1,1,0,0.7821,66.6
9,C255691679,2,F,28007,M348934600,28007,es_transportation,64.49,0,2.1413,1,1,0,0.7962,56.4
9,C1050458046,6,M,28007,M980657600,28007,es_sportsandtoys,780.28,1,2.6177,1,2,0,0.1804,61.2
9,C1866572071,3,F,28007,M348934600,28007,es_transportation,76.37,0,2.8191,1,1,0,0.6634,63.2
9,C1732752834,3,M,28007,M348934600,28007,es_transportation,68.14,0,2.3495,1,1,0,0.768,58.5
9,C1376617526,3,F,28007,M1823072687,28007,es_transportation,72.41,0,2.5931,1,1,0,0.7994,60.9
9,C1750373007,3,F,28007,M348934600,28007,es_transportation,63.01,0,2.0568,1,1,0,0.77,55.6
9,C759167881,2,F,28007,M348934600,28007,es_transportation,66.75,0,2.2702,1,1,0,0.7123,57.7
9,C393339341,3,M,28007,M1823072687,28007,es_transportation,71.51,0,2.5418,1,1,0,0.7613,60.4
9,C1145304322,3,F,28007,M348934600,28007,es_transportation,68.73,0,2.3832,1,1,0,0.9208,58.8
9,C693174391,3,F,28007,M1823072687,28007,es_transportation,65.47,0,2.1972,1,1,0,0.6943,57.0
9,C408690006,1,M,28007,M1823072687,28007,es_transportation,64.88,0,2.1635,1,1,0,0.7366,56.6
9,C1093060677,2,M,28007,M348934600,28007,es_transportation,73.69,0,2.6662,1,1,0,0.852,61.7
9,C525850964,2,F,28007,M480139044,28007,es_health,576.72,1,2.88,1,1,0,0.1651,63.8
9,C837031785,3,F,28007,M480139044,28007,es_health,532.68,1,2.5924,1,2,0,0.2178,60.9
9,C2062758473,2,F,28007,M348934600,28007,es_transportation,75.12,0,2.7478,1,1,0,0.8783,62.5
9,C1632035340,6,M,28007,M348934600,28007,es_transportation,71.21,0,2.5247,1,1,0,0.5711,60.2
9,C543938207,2,M,28007,M1823072687,28007,es_transportation,63.4,0,2.0791,1,1,0,0.6457,55.8
9,C1506066038,5,M,28007,M348934600,28007,es_transportation,68.24,0,2.3552,1,2,0,0.5439,58.6
9,C566987196,1,M,28007,M1823072687,28007,es_transportation,74.06,0,2.6873,1,1,0,0.7349,61.9
9,C1236509536,4,F,28007,M348934600,28007,es_transportation,64.6,0,2.1475,1,1,0,0.8765,56.5
9,C1731249040,1,F,28007,M348934600,28007,es_transportation,64.95,0,2.1675,1,1,0,0.7714,56.7
9,C1338396147,1,F,28007,M1198415165,28007,es_wellnessandbeauty,415.09,1,5.3445,1,2,0,0.0405,75.0
9,C1728647108,2,M,28007,M348934600,28007,es_transportation,64.23,0,2.1264,1,1,0,0.5343,56.3
9,C867847701,1,F,28007,M1823072687,28007,es_transportation,71.99,0,2.5692,1,1,0,0.8182,60.7
9,C1274818444,5,F,28007,M348934600,28007,es_transportation,71.52,0,2.5424,1,1,0,0.8466,60.4
9,C16680464,2,M,28007,M1823072687,28007,es_transportation,73.58,0,2.6599,1,1,0,0.7754,61.6
9,C2112563194,2,F,28007,M348934600,28007,es_transportation,63.19,0,2.0671,1,1,0,0.643,55.7
9,C1715338428,2,M,28007,M480139044,28007,es_health,1022.83,1,5.7927,1,2,0,0.0717,75.0
9,C334073161,3,F,28007,M1823072687,28007,es_transportation,63.5,0,2.0848,1,1,0,0.7174,55.8
9,C1143300850,1,F,28007,M348934600,28007,es_transportation,68.25,0,2.3558,1,1,0,0.88,58.6
9,C109634232,2,F,28007,M1823072687,28007,es_transportation,80.45,0,3.0519,1,1,0,0.7784,65.5
9,C1603928569,3,F,28007,M1823072687,28007,es_transportation,75.44,0,2.766,1,1,0,0.6884,62.7
9,C1809945143,3,F,28007,M348934600,28007,es_transportation,63.47,0,2.0831,1,1,0,0.7517,55.8
9,C927696302,3,F,28007,M348934600,28007,es_transportation,66.16,0,2.2365,1,1,0,0.803,57.4
9,C389387421,6,F,28007,M1823072687,28007,es_transportation,62.91,0,2.0511,1,1,0,0.8667,55.5
9,C2054233026,3,F,28007,M348934600,28007,es_transportation,92.95,0,3.7651,1,1,0,0.6303,72.7
9,C788057671,3,F,28007,M348934600,28007,es_transportation,74.22,0,2.6964,1,1,0,0.3561,62.0
9,C985732014,2,F,28007,M348934600,28007,es_transportation,63.75,0,2.099,1,1,0,0.7881,56.0
9,C1051682954,2,F,28007,M348934600,28007,es_transportation,65.67,0,2.2086,1,1,0,0.7454,57.1
9,C1813956515,1,M,28007,M1823072687,28007,es_transportation,63.69,0,2.0956,1,1,0,0.8658,56.0
9,C1135867657,6,M,28007,M1823072687,28007,es_transportation,68.57,0,2.374,1,1,0,0.6842,58.7
9,C1028143403,3,M,28007,M348934600,28007,es_transportation,68.39,0,2.3638,1,1,0,0.6632,58.6
9,C746862122,3,M,28007,M348934600,28007,es_transportation,76.24,0,2.8117,1,1,0,0.6471,63.1
9,C635603510,2,M,28007,M348934600,28007,es_transportation,84.31,0,3.2721,1,1,0,0.8549,67.7
9,C1299474405,4,F,28007,M348934600,28007,es_transportation,92.7,0,3.7508,1,1,0,0.9496,72.5
9,C1196149230,3,F,28007,M348934600,28007,es_transportation,65.77,0,2.2143,1,1,0,0.8119,57.1
9,C955592184,2,F,28007,M348934600,28007,es_transportation,65.6,0,2.2046,1,1,0,0.7178,57.0
9,C2145448250,5,F,28007,M348934600,28007,es_transportation,68.1,0,2.3472,1,1,0,0.8301,58.5
9,C359628860,4,F,28007,M348934600,28007,es_transportation,64.67,0,2.1515,1,1,0,0.873,56.5
9,C1634901253,1,F,28007,M1823072687,28007,es_transportation,63.36,0,2.0768,1,1,0,0.6985,55.8
9,C831905583,3,M,28007,M547558035,28007,es_fashion,186.22,0,2.1726,1,1,0,0.0371,56.7
9,C1978250683,3,F,28007,M2011752106,28007,es_hotelservices,867.29,1,2.9341,1,2,0,0.0811,64.3
9,C238779431,3,F,28007,M348934600,28007,es_transportation,62.9,0,2.0505,1,1,0,0.8682,55.5
9,C938819633,1,M,28007,M348934600,28007,es_transportation,63.26,0,2.0711,1,1,0,0.7036,55.7
9,C1379018843,5,M,28007,M348934600,28007,es_transportation,72.99,0,2.6262,1,1,0,0.736,61.3
9,C352261908,6,M,28007,M348934600,28007,es_transportation,68.55,0,2.3729,1,1,0,0.7942,58.7
9,C150273597,4,M,28007,M1823072687,28007,es_transportation,79.92,0,3.0216,1,1,0,0.6586,65.2
9,C39112485,6,F,28007,M151143676,28007,es_barsandrestaurants,171.67,1,3.3384,1,1,0,0.0454,68.4
9,C1959067413,4,M,28007,M348934600,28007,es_transportation,65.06,0,2.1738,1,1,0,0.6416,56.7
10,C1464489812,4,M,28007,M480139044,28007,es_health,729.03,1,3.8744,1,3,0,0.3,73.7
10,C1374783350,4,F,28007,M348934600,28007,es_transportation,64.17,0,2.123,1,1,0,0.7115,56.2
10,C1978250683,3,F,28007,M1198415165,28007,es_wellnessandbeauty,198.42,1,2.032,1,2,0,0.0421,55.3
10,C1082462651,3,F,28007,M348934600,28007,es_transportation,63.2,0,2.0677,1,1,0,0.7684,55.7
10,C367433559,2,M,28007,M348934600,28007,es_transportation,71.18,0,2.523,1,1,0,0.7678,60.2
10,C815186263,2,M,28007,M1823072687,28007,es_transportation,82.48,0,3.1677,1,1,0,0.724,66.7
10,C644590864,1,M,28007,M1353266412,28007,es_hotelservices,769.16,1,2.499,1,2,0,0.0941,60.0
10,C128008012,5,F,28007,M348934600,28007,es_transportation,64.93,0,2.1664,1,1,0,0.6462,56.7
10,C39890933,5,M,28007,M85975013,28007,es_food,97.09,0,2.4009,1,1,0,0.1189,59.0
10,C169274898,3,F,28007,M348934600,28007,es_transportation,65.05,0,2.1732,1,1,0,0.789,56.7
10,C1388726904,3,F,28007,M348934600,28007,es_transportation,66.74,0,2.2696,1,1,0,0.7317,57.7
10,C855082400,2,M,28007,M348934600,28007,es_transportation,65.87,0,2.22,1,1,0,0.8342,57.2
10,C1799010144,2,F,28007,M1823072687,28007,es_transportation,66.73,0,2.2691,1,1,0,0.725,57.7
10,C1368210201,2,F,28007,M348934600,28007,es_transportation,64.68,0,2.1521,1,1,0,0.7082,56.5
10,C823678601,2,F,28007,M348934600,28007,es_transportation,77.86,0,2.9041,1,1,0,0.8362,64.0
10,C272752096,3,F,28007,M348934600,28007,es_transportation,79.7,0,3.0091,1,1,0,0.7135,65.1
10,C442137737,5,M,28007,M1823072687,28007,es_transportation,65.77,0,2.2143,1,1,0,0.8509,57.1
10,C846609537,5,M,28007,M348934600,28007,es_transportation,70.54,0,2.4864,1,1,0,0.8614,59.9
10,C1723897078,2,F,28007,M348934600,28007,es_transportation,65.54,0,2.2012,1,1,0,0.8229,57.0
10,C574062699,2,M,28007,M348934600,28007,es_transportation,68.94,0,2.3952,1,1,0,0.767,59.0
10,C1114643543,6,M,28007,M348934600,28007,es_transportation,67.4,0,2.3073,1,1,0,0.8253,58.1
10,C1338727022,2,F,28007,M348934600,28007,es_transportation,79.61,0,3.0039,1,1,0,0.7747,65.0
10,C1005495267,1,M,28007,M348934600,28007,es_transportation,79.45,0,2.9948,1,1,0,0.7368,64.9
10,C1408489165,2,M,28007,M348934600,28007,es_transportation,78.6,0,2.9463,1,1,0,0.7362,64.5
10,C1719485237,4,M,28007,M348934600,28007,es_transportation,72.98,0,2.6257,1,1,0,0.7503,61.3
10,C484268062,3,F,28007,M1823072687,28007,es_transportation,74.99,0,2.7403,1,1,0,0.6785,62.4
10,C1929968596,2,F,28007,M348934600,28007,es_transportation,67.37,0,2.3056,1,1,0,0.7001,58.1
10,C1546820736,2,M,28007,M348934600,28007,es_transportation,95.29,0,3.8986,1,2,0,0.8159,74.0
10,C1931900243,5,F,28007,M209847108,28007,es_wellnessandbeauty,604.59,1,8.2417,1,2,0,0.137,75.0
10,C171345183,3,F,28007,M348934600,28007,es_transportation,69.15,0,2.4071,1,1,0,0.723,59.1
10,C1555517201,6,F,28007,M348934600,28007,es_transportation,73.55,0,2.6582,1,1,0,0.305,61.6
10,C2125787399,4,F,28007,M348934600,28007,es_transportation,63.74,0,2.0985,1,1,0,0.7379,56.0
10,C1080032135,6,F,28007,M1198415165,28007,es_wellnessandbeauty,446.06,1,5.818,1,1,0,0.1763,75.0
10,C301739259,2,M,28007,M1198415165,28007,es_wellnessandbeauty,458.52,1,6.0085,1,1,0,0.0457,75.0
10,C1373640509,2,M,28007,M348934600,28007,es_transportation,64.8,0,2.1589,1,1,0,0.6901,56.6
10,C1679430600,4,M,28007,M348934600,28007,es_transportation,70.79,0,2.5007,1,1,0,0.6604,60.0
10,C1935421495,1,F,28007,M348934600,28007,es_transportation,62.32,0,2.0174,1,1,0,0.7298,55.2
10,C2145448250,5,F,28007,M348934600,28007,es_transportation,62.85,0,2.0477,1,1,0,0.8301,55.5
10,C704456922,2,M,28007,M480139044,28007,es_health,694.15,1,3.6467,1,2,0,0.3012,71.5
10,C1173530601,2,M,28007,M480139044,28007,es_health,703.95,1,3.7107,1,1,0,0.3443,72.1
10,C1259046770,4,F,28007,M348934600,28007,es_transportation,82.08,0,3.1449,1,1,0,0.7787,66.4
10,C1298891864,2,F,28007,M348934600,28007,es_transportation,65.5,0,2.1989,1,1,0,0.5443,57.0
10,C1166075201,2,F,28007,M151143676,28007,es_barsandrestaurants,121.33,0,2.0276,1,1,0,0.0498,55.3
10,C1421006824,2,F,28007,M348934600,28007,es_transportation,65.0,0,2.1704,1,1,0,0.666,56.7
10,C518028573,2,M,28007,M1823072687,28007,es_transportation,64.44,0,2.1384,1,1,0,0.688,56.4
10,C480961011,3,M,28007,M1823072687,28007,es_transportation,68.67,0,2.3797,1,1,0,0.6875,58.8
10,C639558755,3,M,28007,M348934600,28007,es_transportation,72.42,0,2.5937,1,1,0,0.8098,60.9
10,C1557689947,1,F,28007,M1823072687,28007,es_transportation,69.94,0,2.4522,1,1,0,0.7505,59.5
10,C1419246450,3,M,28007,M1823072687,28007,es_transportation,63.96,0,2.111,1,1,0,0.7903,56.1
10,C384665757,3,F,28007,M1823072687,28007,es_transportation,64.54,0,2.1441,1,1,0,0.7417,56.4
10,C76052944,3,M,28007,M348934600,28007,es_transportation,62.35,0,2.0192,1,1,0,0.8104,55.2
10,C1129265408,3,F,28007,M348934600,28007,es_transportation,67.27,0,2.2999,1,1,0,0.7249,58.0
10,C1574217480,1,F,28007,M348934600,28007,es_transportation,71.56,0,2.5446,1,2,0,0.8125,60.4
10,C1497895052,2,M,28007,M348934600,28007,es_transportation,85.59,0,3.3451,1,1,0,0.7013,68.5
10,C1376617526,3,F,28007,M1823072687,28007,es_transportation,65.07,0,2.1743,1,1,0,0.7994,56.7
10,C1420603517,3,M,28007,M348934600,28007,es_transportation,67.5,0,2.313,1,1,0,0.7785,58.1
10,C1963617384,2,F,28007,M1823072687,28007,es_transportation,67.86,0,2.3335,1,1,0,0.7785,58.3
10,C150273597,4,M,28007,M1823072687,28007,es_transportation,62.57,0,2.0317,1,1,0,0.6586,55.3
10,C318717540,4,M,28007,M348934600,28007,es_transportation,70.26,0,2.4705,1,1,0,0.7561,59.7
10,C1435256152,3,F,28007,M348934600,28007,es_transportation,77.05,0,2.8579,1,1,0,0.7964,63.6
10,C65683893,3,F,28007,M348934600,28007,es_transportation,73.6,0,2.661,1,1,0,0.8776,61.6
10,C107438779,4,M,28007,M348934600,28007,es_transportation,62.05,0,2.002,1,1,0,0.7521,55.0
